Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
3798,56,1.24,0.582,0,4694.0,38,3,0.0,3,3,3,5,Existing Customer
4600,69,0.683,0.653,501,1848.0,40,3,0.271,1,3,3,5,Existing Customer
4538,86,0.654,0.479,1759,6039.0,36,3,0.291,2,1,2,2,Existing Customer
5078,91,0.685,0.559,889,5256.0,42,3,0.169,3,2,2,5,Existing Customer
4880,79,0.795,0.764,1059,1708.0,36,6,0.62,3,2,1,0,Existing Customer
4897,83,0.886,0.766,1185,1629.0,40,5,0.727,2,3,2,2,Existing Customer
4637,75,0.562,0.723,0,20401.0,45,6,0.0,3,1,5,4,Existing Customer
4327,66,0.737,0.968,1435,3296.0,45,3,0.435,1,3,2,0,Existing Customer
4814,73,1.212,0.864,1279,8956.0,37,3,0.143,2,1,2,5,Existing Customer
4094,64,0.561,0.609,786,1438.3,43,4,0.546,2,3,1,0,Existing Customer
4519,79,0.795,0.732,1713,2671.0,38,6,0.641,2,2,4,2,Existing Customer
4867,90,0.607,0.767,1566,2493.0,53,4,0.628,1,3,3,0,Existing Customer
4697,81,0.761,0.817,2452,2687.0,40,3,0.913,1,3,1,2,Existing Customer
4686,81,0.761,0.51,1559,2208.0,36,4,0.706,2,2,2,2,Existing Customer
1868,30,0.2,0.485,731,4196.0,28,3,0.174,3,3,1,3,Attrited Customer
4427,76,1.303,0.611,1235,12581.0,36,6,0.098,3,2,5,5,Existing Customer
4831,81,0.8,0.983,2517,17890.0,30,4,0.141,2,2,3,4,Existing Customer
5033,87,0.582,0.815,0,1930.0,21,4,0.0,0,6,4,5,Existing Customer
4162,70,1.0,0.631,0,8513.0,16,6,0.0,3,3,4,5,Existing Customer
4754,84,0.68,0.791,2356,9599.0,36,6,0.245,1,3,3,2,Existing Customer
4236,87,0.891,0.658,2517,3192.0,32,6,0.789,3,2,2,2,Existing Customer
4575,60,0.714,0.796,2517,2778.0,36,6,0.906,1,5,4,2,Existing Customer
3121,56,0.867,0.838,0,3293.0,52,3,0.0,4,2,1,5,Attrited Customer
4199,80,0.905,0.691,0,7268.0,36,4,0.0,1,4,1,5,Existing Customer
4853,74,0.644,0.902,729,1721.0,35,5,0.424,2,3,3,2,Existing Customer
4372,69,0.683,0.929,1667,3976.0,30,5,0.419,2,3,3,2,Existing Customer
4897,70,0.795,0.826,808,1954.0,35,5,0.414,3,2,2,2,Existing Customer
4139,58,0.812,1.056,1759,12725.0,32,6,0.138,2,2,3,4,Existing Customer
4917,81,0.653,0.593,1935,2690.0,28,3,0.719,3,3,3,2,Existing Customer
4219,78,0.592,0.949,716,2926.0,38,3,0.245,1,3,5,5,Existing Customer
4460,78,1.053,0.663,1748,2371.0,33,5,0.737,1,1,4,2,Existing Customer
4543,90,0.731,0.782,1965,7751.0,27,5,0.254,1,1,3,2,Existing Customer
2339,41,0.414,0.63,0,1601.0,28,3,0.0,2,3,3,3,Attrited Customer
2597,40,0.379,0.647,496,2401.0,36,2,0.207,3,3,1,3,Attrited Customer
2031,40,0.333,0.467,0,2187.0,29,4,0.0,4,3,3,3,Attrited Customer
5242,81,1.382,0.789,1734,4661.0,46,5,0.372,1,2,0,0,Existing Customer
4486,77,0.974,0.871,2023,8494.0,27,6,0.238,1,3,2,2,Existing Customer
4116,84,0.787,0.735,1450,2262.0,36,5,0.641,1,3,4,2,Existing Customer
4859,82,0.864,0.78,1595,2525.0,36,6,0.632,2,1,3,2,Existing Customer
4352,66,0.784,0.712,1981,2450.0,34,3,0.809,2,3,3,2,Existing Customer
4890,92,0.704,0.874,1760,3926.0,18,4,0.448,2,3,4,2,Existing Customer
2502,45,0.452,0.695,0,1438.3,22,4,0.0,3,2,4,3,Attrited Customer
4718,81,0.976,0.847,2203,4789.0,31,6,0.46,1,2,2,2,Existing Customer
4641,78,0.66,0.769,1928,2864.0,34,6,0.673,3,3,2,2,Existing Customer
4825,77,0.878,0.646,2440,4607.0,34,6,0.53,3,6,5,2,Existing Customer
5446,75,0.974,1.024,979,1971.0,34,5,0.497,3,3,4,2,Existing Customer
2836,48,0.6,0.92,0,1473.0,44,3,0.0,3,3,2,3,Attrited Customer
4511,82,0.822,0.79,1437,3187.0,37,5,0.451,2,1,3,2,Existing Customer
4064,77,0.711,0.787,0,5589.0,36,4,0.0,2,2,2,5,Existing Customer
4432,72,0.756,0.73,1373,2346.0,38,5,0.585,2,1,5,2,Existing Customer
4626,86,0.792,0.726,0,1438.3,28,3,0.0,3,2,4,5,Existing Customer
4528,65,0.667,0.686,944,1826.0,22,3,0.517,2,1,5,2,Existing Customer
2659,56,0.806,0.695,0,2208.0,27,4,0.0,3,2,2,5,Attrited Customer
4279,76,0.767,0.592,0,1476.0,36,4,0.0,1,3,2,5,Existing Customer
4670,70,0.944,0.649,1499,2927.0,46,6,0.512,1,3,3,0,Existing Customer
5489,74,0.805,0.743,1869,4778.0,49,5,0.391,1,2,3,0,Existing Customer
4484,78,0.625,0.624,743,1438.3,36,3,0.517,2,2,4,2,Existing Customer
3838,48,0.6,0.531,1487,16239.0,40,4,0.092,1,3,3,4,Existing Customer
4186,63,0.703,0.855,1925,11726.0,26,5,0.164,1,2,1,2,Existing Customer
4503,89,0.978,0.68,0,1438.3,38,3,0.0,1,2,4,5,Existing Customer
4730,78,0.857,0.765,1288,2647.0,34,6,0.487,3,1,3,2,Existing Customer
4374,75,0.974,0.835,1410,2492.0,40,3,0.566,1,3,1,0,Existing Customer
3541,64,0.882,0.963,1106,2418.0,36,3,0.457,3,3,2,2,Existing Customer
5010,88,0.725,0.846,0,17827.0,44,5,0.0,1,3,1,5,Existing Customer
3886,77,0.75,0.675,0,1438.3,40,3,0.0,3,2,1,5,Existing Customer
4857,92,0.804,0.651,0,1764.0,39,4,0.0,3,3,3,5,Existing Customer
4295,60,0.622,0.917,1519,1776.0,36,4,0.855,2,2,3,2,Existing Customer
4833,69,0.769,0.681,0,1438.3,40,6,0.0,3,3,3,5,Existing Customer
4634,92,0.804,0.716,0,1491.0,31,3,0.0,3,2,2,5,Existing Customer
4153,79,0.795,0.888,1879,2552.0,41,3,0.736,3,1,2,2,Existing Customer
4463,87,0.74,0.948,1992,2996.0,32,3,0.665,2,1,4,2,Existing Customer
4471,71,0.614,0.847,775,1701.0,39,4,0.456,2,1,2,2,Existing Customer
4223,79,0.717,0.638,0,3998.0,40,6,0.0,1,3,3,5,Existing Customer
4460,62,0.722,0.45,2491,3025.0,33,6,0.823,2,3,3,2,Existing Customer
2483,50,0.471,0.739,2517,3251.0,40,3,0.774,2,1,1,0,Attrited Customer
4690,85,0.7,1.006,1787,3031.0,45,3,0.59,2,1,4,2,Existing Customer
3662,81,0.761,0.732,0,33211.0,45,5,0.0,3,2,2,4,Existing Customer
2462,40,0.29,0.829,1853,1863.0,36,3,0.995,3,3,2,2,Attrited Customer
4365,86,0.911,0.681,1935,2691.0,20,6,0.719,2,1,2,2,Existing Customer
4504,87,0.706,0.605,1249,2288.0,33,5,0.546,3,3,5,2,Existing Customer
2285,40,0.429,0.593,0,3413.0,36,6,0.0,2,3,2,3,Attrited Customer
3993,77,0.674,0.651,1291,15471.0,34,3,0.083,1,2,4,4,Existing Customer
3513,67,0.634,0.682,793,2038.0,24,6,0.389,1,1,5,2,Existing Customer
4636,70,0.707,0.859,1089,1953.0,36,6,0.558,3,2,3,2,Existing Customer
2742,49,0.4,1.046,2203,4430.0,24,3,0.497,2,2,5,2,Attrited Customer
4509,93,0.661,0.891,2415,3398.0,35,5,0.711,0,3,3,2,Existing Customer
4633,74,0.574,0.616,1186,2021.0,44,4,0.587,3,3,3,2,Existing Customer
4609,76,0.767,0.533,2290,2329.0,41,5,0.983,3,1,2,2,Existing Customer
2325,56,0.556,0.782,0,1696.0,36,1,0.0,2,3,2,3,Attrited Customer
4487,77,1.081,0.523,0,4222.0,36,6,0.0,1,1,1,5,Existing Customer
3016,51,0.645,0.737,1881,6614.0,25,2,0.284,3,2,3,2,Attrited Customer
2152,43,0.303,0.442,0,3241.0,35,4,0.0,3,3,1,3,Attrited Customer
2316,43,0.536,0.703,0,4204.0,30,3,0.0,3,3,2,3,Attrited Customer
3989,71,0.868,0.79,971,3234.0,26,4,0.3,3,2,3,2,Existing Customer
1738,32,0.455,0.293,2332,2473.0,29,3,0.943,3,3,3,2,Attrited Customer
1870,45,0.406,0.417,493,4836.0,33,3,0.102,3,3,2,3,Attrited Customer
4755,76,0.9,0.575,0,1438.3,44,5,0.0,1,1,3,5,Existing Customer
4173,70,1.188,0.821,541,1438.3,36,5,0.376,1,3,3,5,Existing Customer
1253,29,0.318,0.301,1060,1438.3,36,5,0.737,3,2,4,3,Attrited Customer
3912,63,0.575,0.642,2422,12675.0,42,6,0.191,1,1,3,0,Existing Customer
2523,45,0.607,0.686,0,2228.0,36,2,0.0,3,3,3,3,Attrited Customer
4491,68,0.744,0.877,2208,2813.0,31,4,0.785,2,2,5,2,Existing Customer
4916,79,0.717,0.593,0,3223.0,35,6,0.0,2,3,2,5,Existing Customer
5052,81,0.761,0.969,0,2653.0,36,5,0.0,3,3,2,5,Existing Customer
2466,39,0.345,0.643,2463,2745.0,35,3,0.897,3,3,3,2,Attrited Customer
3734,80,0.86,0.643,0,34516.0,30,3,0.0,1,2,3,4,Existing Customer
3987,77,0.54,0.503,1486,2516.0,47,6,0.591,2,3,3,0,Existing Customer
4347,88,0.76,0.696,1785,1870.0,26,4,0.955,1,3,2,2,Existing Customer
4837,87,0.673,0.682,2517,3934.0,48,5,0.64,2,3,2,0,Existing Customer
4784,83,0.694,0.689,2133,3038.0,35,5,0.702,2,3,4,2,Existing Customer
5136,76,0.949,0.897,1276,1982.0,39,3,0.644,3,2,1,0,Existing Customer
2126,45,0.364,0.501,0,1623.0,22,2,0.0,3,2,1,3,Attrited Customer
3906,68,0.659,0.766,1743,3088.0,48,5,0.564,2,2,3,0,Existing Customer
4412,67,0.861,0.644,2417,8064.0,33,5,0.3,1,3,3,2,Existing Customer
2804,37,0.542,0.735,1872,10016.0,36,3,0.187,3,3,3,3,Attrited Customer
5112,87,0.706,0.534,1841,4523.0,45,5,0.407,2,3,2,0,Existing Customer
4921,82,0.907,0.582,1140,1944.0,34,5,0.586,1,2,0,0,Existing Customer
4528,86,0.755,0.618,1716,6083.0,40,3,0.282,2,2,2,2,Existing Customer
4568,74,0.897,0.899,1396,2425.0,27,6,0.576,2,2,3,2,Existing Customer
4949,74,0.762,0.802,1702,2607.0,37,4,0.653,1,2,5,2,Existing Customer
4253,72,0.8,0.667,1215,1953.0,48,6,0.622,1,2,3,0,Existing Customer
4365,75,0.875,0.696,1614,5813.0,36,4,0.278,1,3,3,2,Existing Customer
4401,73,0.698,0.689,0,1438.3,36,3,0.0,2,3,3,5,Existing Customer
2561,61,0.649,0.634,0,1588.0,30,5,0.0,3,2,5,5,Attrited Customer
5083,69,0.643,0.706,1980,3749.0,36,6,0.528,1,2,0,0,Existing Customer
4792,87,0.74,0.724,2517,3734.0,36,4,0.674,2,3,4,2,Existing Customer
4316,87,0.891,0.768,1243,1796.0,51,4,0.692,3,1,2,0,Existing Customer
1979,38,0.462,0.433,243,3223.0,34,4,0.075,1,3,3,3,Attrited Customer
4314,75,1.027,0.816,1867,2748.0,36,4,0.679,1,2,2,2,Existing Customer
5464,98,0.607,0.606,0,2448.0,45,6,0.0,2,1,0,5,Existing Customer
4702,79,0.927,0.679,1998,2548.0,29,6,0.784,2,1,3,2,Existing Customer
4669,94,0.741,0.65,949,1489.0,41,4,0.637,1,1,3,2,Existing Customer
1982,43,0.303,0.403,0,8953.0,29,3,0.0,3,3,1,3,Attrited Customer
2381,47,0.516,0.615,986,3187.0,36,2,0.309,3,3,3,3,Attrited Customer
4550,82,0.547,0.533,0,1757.0,45,5,0.0,0,1,2,5,Existing Customer
5037,80,0.778,0.71,1740,2597.0,36,6,0.67,2,3,4,2,Existing Customer
4283,69,0.605,0.638,658,5999.0,32,3,0.11,3,3,5,3,Existing Customer
5416,76,0.9,0.777,878,3617.0,51,4,0.243,3,2,0,0,Existing Customer
4188,75,0.667,0.655,2114,3219.0,36,4,0.657,1,3,0,0,Existing Customer
2535,44,0.467,0.808,868,19782.0,31,3,0.044,2,3,4,4,Attrited Customer
4122,67,0.763,0.674,1898,2522.0,36,4,0.753,1,3,4,2,Existing Customer
4901,88,0.913,0.793,2517,3327.0,29,4,0.757,1,1,2,2,Existing Customer
4597,89,0.679,0.718,0,4708.0,32,5,0.0,3,5,2,5,Existing Customer
4550,78,0.857,0.672,2517,3745.0,41,4,0.672,2,3,4,2,Existing Customer
2153,39,0.5,0.742,2189,11561.0,44,3,0.189,2,3,4,3,Attrited Customer
2455,41,0.64,0.717,2517,8477.0,32,4,0.297,3,3,2,2,Attrited Customer
3882,92,0.643,0.665,1411,2120.0,48,2,0.666,1,2,0,0,Existing Customer
5311,81,0.976,0.727,1209,2867.0,39,5,0.422,2,3,5,2,Existing Customer
5047,94,0.679,0.708,1304,2293.0,36,5,0.569,1,3,2,2,Existing Customer
4399,72,0.756,0.693,590,8671.0,36,2,0.068,3,1,1,5,Existing Customer
3941,71,0.821,0.725,1163,34516.0,43,1,0.034,1,3,1,4,Existing Customer
4640,85,0.809,0.603,1694,2679.0,36,2,0.632,3,3,2,2,Existing Customer
3738,63,0.658,0.761,0,3224.0,22,2,0.0,1,2,3,5,Existing Customer
5020,83,0.766,0.83,745,1438.3,39,1,0.518,2,2,3,2,Existing Customer
4272,69,1.029,0.788,2465,7773.0,39,1,0.317,3,3,4,2,Existing Customer
2415,41,0.577,0.585,317,8075.0,36,3,0.039,4,3,4,3,Attrited Customer
4210,82,0.907,0.776,1603,3052.0,37,3,0.525,2,1,3,2,Existing Customer
4024,92,0.614,0.554,2140,7932.0,42,2,0.27,3,1,3,2,Existing Customer
4588,77,1.026,0.805,1434,1753.0,43,2,0.818,3,2,3,2,Existing Customer
3796,74,1.056,0.627,1176,5814.0,33,2,0.202,3,1,5,2,Existing Customer
5070,70,0.75,0.677,1003,1989.0,38,3,0.504,1,2,2,2,Existing Customer
4729,92,0.704,0.864,1520,1843.0,50,3,0.825,3,3,1,0,Existing Customer
4991,78,0.902,0.659,1228,1438.3,40,2,0.854,1,2,1,2,Existing Customer
4414,77,0.878,0.777,1830,2991.0,26,3,0.612,2,3,0,2,Existing Customer
4601,66,0.571,0.802,0,9560.0,36,3,0.0,1,3,3,5,Existing Customer
2576,42,0.5,0.828,2505,2616.0,38,2,0.958,3,2,4,2,Attrited Customer
2476,42,0.355,0.555,2152,2939.0,34,5,0.732,2,2,1,0,Attrited Customer
4765,79,0.646,0.777,966,3085.0,37,2,0.313,0,3,3,5,Existing Customer
4213,74,1.114,0.533,1490,5275.0,41,2,0.282,2,3,5,2,Existing Customer
3357,47,0.88,0.75,1618,1950.0,30,3,0.83,2,1,3,2,Existing Customer
4356,70,0.628,0.833,1818,2341.0,33,3,0.777,1,3,3,2,Existing Customer
4928,79,0.646,1.108,2047,3758.0,25,3,0.545,1,3,1,2,Existing Customer
4815,83,1.024,0.846,618,1621.0,42,3,0.381,1,3,4,5,Existing Customer
2448,58,0.45,0.362,1912,10946.0,41,2,0.175,2,1,2,3,Existing Customer
4922,84,0.68,0.914,2517,3422.0,36,3,0.736,1,1,1,2,Existing Customer
4130,87,0.706,0.645,778,3108.0,30,3,0.25,3,1,2,5,Existing Customer
2917,37,0.682,1.012,0,3202.0,20,3,0.0,5,2,2,3,Attrited Customer
4191,81,0.761,0.816,907,1855.0,36,2,0.489,2,1,5,2,Existing Customer
5441,91,0.717,0.815,1119,2155.0,36,2,0.519,1,1,4,2,Existing Customer
4620,76,1.171,0.619,2517,4150.0,36,2,0.607,2,3,4,2,Existing Customer
4928,77,0.638,0.784,1229,2226.0,35,2,0.552,2,2,5,2,Existing Customer
4243,85,0.848,0.424,0,1610.0,36,3,0.0,1,2,5,5,Existing Customer
4228,81,0.884,0.768,1260,2046.0,41,3,0.616,2,2,2,2,Existing Customer
2281,55,0.618,0.718,0,1795.0,36,3,0.0,2,3,1,3,Attrited Customer
4373,67,0.811,0.831,987,1531.0,30,3,0.645,1,2,4,2,Existing Customer
4859,73,0.973,1.24,1196,1472.0,36,2,0.812,3,2,1,2,Existing Customer
4550,78,0.857,0.683,0,1438.3,41,3,0.0,2,2,5,5,Existing Customer
4531,81,0.723,0.828,2198,2886.0,36,3,0.762,1,3,1,2,Existing Customer
3906,78,0.592,0.568,913,10024.0,29,3,0.091,2,3,2,5,Existing Customer
1554,35,0.029,0.046,0,1760.0,45,2,0.0,1,4,3,3,Attrited Customer
4769,76,0.949,0.681,0,1461.0,36,3,0.0,1,1,2,5,Existing Customer
2839,47,0.808,0.848,1794,8840.0,36,3,0.203,3,3,1,0,Attrited Customer
4690,79,0.756,0.706,2395,4468.0,28,2,0.536,1,1,2,2,Existing Customer
4692,79,0.681,1.193,1360,2516.0,35,3,0.541,3,3,4,2,Existing Customer
2252,51,0.645,0.772,872,1555.0,24,3,0.561,4,2,4,2,Attrited Customer
5140,82,0.519,0.66,641,1438.3,39,3,0.446,1,1,1,5,Existing Customer
2682,48,0.231,0.567,468,5195.0,34,2,0.09,3,3,4,3,Attrited Customer
4077,90,0.698,0.637,1197,17268.0,36,2,0.069,1,2,3,4,Existing Customer
2574,51,0.7,0.864,0,1649.0,24,2,0.0,3,2,2,5,Attrited Customer
4770,85,0.7,0.669,0,1609.0,50,3,0.0,2,2,1,5,Existing Customer
5848,81,0.8,0.977,2517,3342.0,36,3,0.753,2,2,1,2,Existing Customer
4877,88,0.692,0.781,2517,6973.0,56,3,0.361,2,1,1,0,Existing Customer
2229,44,0.375,0.519,1331,17228.0,30,3,0.077,3,2,4,3,Attrited Customer
3513,59,0.686,0.838,0,1898.0,42,3,0.0,0,2,2,5,Existing Customer
5005,79,0.795,0.757,0,1438.3,36,3,0.0,2,2,2,5,Existing Customer
5149,98,0.661,0.736,1190,2321.0,28,2,0.513,1,3,3,2,Existing Customer
4525,77,0.604,0.874,941,8185.0,47,3,0.115,3,3,3,5,Existing Customer
4709,87,0.776,0.684,0,3096.0,42,3,0.0,3,3,4,5,Existing Customer
4509,73,0.825,1.025,1139,2129.0,46,2,0.535,2,3,2,0,Existing Customer
3785,67,1.161,0.503,1404,2615.0,36,3,0.537,2,2,3,2,Existing Customer
3300,58,0.568,0.928,965,3157.0,39,2,0.306,2,3,3,2,Attrited Customer
2060,52,0.529,0.319,0,1707.0,36,2,0.0,2,2,3,3,Attrited Customer
5156,72,0.895,0.65,0,1838.0,36,2,0.0,2,3,1,5,Existing Customer
4170,80,0.739,0.72,2517,5523.0,31,3,0.456,3,1,3,2,Existing Customer
2814,37,0.321,0.694,0,3021.0,28,2,0.0,2,2,2,3,Attrited Customer
4100,76,0.81,0.616,1540,7317.0,36,3,0.21,1,1,4,2,Existing Customer
4658,85,0.889,0.797,1907,5218.0,46,2,0.365,2,6,2,0,Existing Customer
4978,73,0.921,1.052,0,1438.3,40,3,0.0,3,1,2,5,Existing Customer
5044,81,0.688,1.08,2482,11114.0,49,2,0.223,3,3,3,0,Existing Customer
4930,89,0.978,0.708,2517,10648.0,45,3,0.236,3,2,0,0,Existing Customer
4799,83,0.729,0.772,2372,2976.0,34,2,0.797,2,3,3,2,Existing Customer
2599,50,0.562,0.932,2517,6629.0,47,3,0.38,1,3,3,0,Attrited Customer
4823,77,0.833,0.713,2238,2812.0,25,3,0.796,1,1,5,2,Existing Customer
4731,82,0.783,0.7,1722,10761.0,36,2,0.16,1,1,2,2,Existing Customer
5087,69,0.725,0.972,1781,1968.0,31,2,0.905,3,3,4,2,Existing Customer
3681,62,0.632,0.689,1247,3897.0,44,2,0.32,2,2,2,0,Existing Customer
3856,74,0.762,0.656,1289,4721.0,36,3,0.273,1,2,4,2,Existing Customer
3510,62,0.476,0.477,2052,34516.0,34,2,0.059,3,1,3,4,Existing Customer
4460,65,0.857,0.744,1167,2831.0,21,2,0.412,3,1,3,2,Existing Customer
5104,82,0.783,0.867,1789,2312.0,36,3,0.774,1,4,3,2,Existing Customer
4441,87,0.673,0.46,0,8924.0,39,2,0.0,1,1,2,5,Existing Customer
1990,31,0.192,0.458,0,1508.0,36,2,0.0,3,2,3,3,Attrited Customer
4704,79,0.756,0.667,630,1438.3,36,2,0.438,1,3,3,2,Existing Customer
4878,78,0.444,0.512,1724,21350.0,39,2,0.081,3,1,3,4,Existing Customer
2607,37,0.609,0.733,0,1438.3,51,2,0.0,2,5,3,3,Attrited Customer
4598,69,0.865,0.64,2163,10431.0,43,3,0.207,1,3,1,0,Existing Customer
4215,79,0.927,0.657,0,1438.3,32,3,0.0,1,1,4,5,Existing Customer
4287,79,0.717,0.613,1621,2346.0,36,3,0.691,1,2,2,2,Existing Customer
2295,51,0.545,0.854,0,1438.3,39,3,0.0,6,3,4,3,Attrited Customer
1924,48,0.548,0.51,0,2369.0,36,2,0.0,2,3,2,3,Attrited Customer
4068,61,0.694,0.797,0,3659.0,31,2,0.0,1,1,2,5,Existing Customer
4268,85,0.667,0.787,1392,2153.0,31,2,0.647,2,5,5,2,Existing Customer
4115,75,0.923,0.68,0,9430.0,37,2,0.0,3,3,5,5,Existing Customer
3247,70,0.707,0.52,1495,34516.0,37,3,0.043,2,2,2,4,Existing Customer
4627,77,0.791,0.746,2296,3897.0,38,3,0.589,3,3,4,2,Existing Customer
4168,71,0.868,0.491,1304,11671.0,32,2,0.112,1,1,3,5,Existing Customer
4175,63,0.537,0.661,1999,11367.0,38,3,0.176,3,3,1,0,Existing Customer
5267,83,0.886,0.722,2136,2575.0,36,3,0.83,2,1,4,2,Existing Customer
4504,84,0.787,0.838,1869,3433.0,36,3,0.544,2,1,3,2,Existing Customer
5082,86,0.686,0.653,959,7317.0,36,3,0.131,1,2,2,5,Existing Customer
4894,84,0.647,0.631,1333,4416.0,36,3,0.302,3,2,3,2,Existing Customer
5910,91,0.517,0.896,0,1715.0,32,3,0.0,2,2,2,5,Existing Customer
5322,79,0.975,0.778,809,3667.0,41,2,0.221,3,3,2,5,Existing Customer
2535,55,0.618,0.806,0,1874.0,41,3,0.0,3,3,1,3,Attrited Customer
5102,83,0.694,0.73,491,1438.3,37,2,0.341,2,1,2,5,Existing Customer
4241,72,0.946,0.888,768,1579.0,44,3,0.486,0,2,0,0,Existing Customer
4830,87,0.642,0.664,0,1626.0,49,3,0.0,3,1,3,5,Existing Customer
5235,76,1.0,0.687,1185,1596.0,44,2,0.742,1,2,3,2,Existing Customer
4498,85,0.7,0.528,1395,2604.0,49,2,0.536,2,2,1,0,Existing Customer
4871,79,0.975,0.684,1405,3359.0,50,3,0.418,1,3,1,0,Existing Customer
3904,66,0.61,0.498,2033,2363.0,27,2,0.86,3,3,3,2,Existing Customer
5025,62,0.879,0.883,923,4978.0,46,3,0.185,2,2,4,5,Existing Customer
3781,61,0.906,0.718,1290,2155.0,29,3,0.599,3,3,1,2,Existing Customer
2134,34,0.478,0.648,0,4047.0,33,4,0.0,1,3,4,3,Attrited Customer
2458,44,0.467,0.752,2176,4345.0,42,3,0.501,3,5,5,2,Attrited Customer
4035,80,0.739,0.614,794,1854.0,44,2,0.428,2,3,4,2,Existing Customer
4338,75,0.829,0.756,1396,5384.0,39,3,0.259,2,3,1,0,Existing Customer
4182,81,0.723,0.544,965,1438.3,36,3,0.671,3,3,3,2,Existing Customer
5859,82,0.783,0.985,1737,5141.0,19,3,0.338,3,2,2,2,Existing Customer
4076,62,0.632,0.769,1325,3977.0,31,2,0.333,3,2,3,2,Existing Customer
4461,73,0.921,0.85,1259,2507.0,36,3,0.502,1,2,2,2,Existing Customer
4050,78,0.814,0.83,1235,7199.0,36,2,0.172,1,3,3,5,Existing Customer
5369,75,0.596,0.697,1171,3786.0,37,1,0.309,1,2,2,2,Existing Customer
4773,77,0.674,0.696,0,13384.0,37,1,0.0,2,3,2,5,Existing Customer
1804,34,0.259,0.371,1476,1726.0,33,1,0.855,4,3,2,3,Attrited Customer
4897,71,1.088,0.803,2517,2873.0,35,2,0.876,3,1,1,2,Existing Customer
4196,87,0.891,0.613,0,1438.3,26,2,0.0,2,3,2,5,Existing Customer
2078,37,0.423,0.506,0,1751.0,34,4,0.0,3,3,2,3,Attrited Customer
4182,76,1.171,0.63,0,7434.0,36,2,0.0,1,1,5,5,Existing Customer
4956,89,0.745,0.601,787,1438.3,41,2,0.547,2,3,3,2,Existing Customer
4919,72,0.756,0.61,0,1438.3,54,1,0.0,3,1,2,5,Existing Customer
4479,80,0.667,0.642,1195,2032.0,26,1,0.588,2,1,3,2,Existing Customer
4553,84,0.714,0.816,945,6959.0,36,2,0.136,3,3,0,5,Existing Customer
2613,46,0.84,0.691,0,8203.0,32,2,0.0,2,3,4,5,Attrited Customer
2496,41,0.64,0.798,357,4789.0,47,2,0.075,2,4,1,3,Attrited Customer
2061,38,0.462,0.644,0,2979.0,28,2,0.0,4,2,4,3,Attrited Customer
2857,40,0.6,0.669,0,2391.0,31,5,0.0,2,3,3,3,Attrited Customer
3527,69,0.816,0.814,851,7264.0,56,2,0.117,2,2,0,0,Existing Customer
4293,66,0.692,1.036,1830,4348.0,36,1,0.421,2,2,3,2,Existing Customer
4851,74,0.947,0.815,1446,3002.0,43,2,0.482,2,2,4,2,Existing Customer
3967,75,0.923,0.719,1641,4162.0,32,1,0.394,2,2,5,2,Existing Customer
5006,78,0.66,0.901,1793,2762.0,34,1,0.649,1,3,1,2,Existing Customer
2602,43,0.433,0.698,2430,2705.0,36,5,0.898,2,3,1,0,Attrited Customer
5326,62,0.676,0.894,1454,3742.0,36,2,0.389,0,2,3,2,Existing Customer
5189,79,0.795,0.727,1047,1671.0,36,2,0.627,2,2,1,2,Existing Customer
4674,84,0.585,0.653,2262,3282.0,46,2,0.689,3,3,3,2,Existing Customer
4751,81,0.884,0.657,710,1529.0,45,2,0.464,2,3,2,0,Existing Customer
4837,74,0.542,0.938,1897,2509.0,29,2,0.756,3,3,2,2,Existing Customer
2519,35,0.522,0.722,0,2471.0,49,4,0.0,6,3,1,3,Attrited Customer
4684,86,0.623,0.584,859,9749.0,32,2,0.088,2,3,3,5,Existing Customer
4236,83,0.844,0.584,0,1438.3,37,1,0.0,3,2,3,5,Existing Customer
4813,87,0.706,0.659,1122,4916.0,35,2,0.228,3,2,3,5,Existing Customer
4498,81,0.761,0.725,1419,2291.0,36,1,0.619,1,6,5,2,Existing Customer
5212,88,0.833,0.908,820,1528.0,34,1,0.537,1,2,3,2,Existing Customer
4419,63,0.658,0.76,1582,8279.0,36,2,0.191,2,2,3,2,Existing Customer
3645,70,1.0,0.815,2015,5945.0,36,1,0.339,2,2,2,2,Existing Customer
4625,93,0.938,0.773,0,1438.3,40,2,0.0,1,2,3,5,Existing Customer
2464,57,0.839,0.488,0,1857.0,36,2,0.0,3,3,3,3,Attrited Customer
4129,81,0.884,0.808,0,3086.0,30,1,0.0,3,2,2,5,Existing Customer
4692,86,0.72,0.637,1343,2598.0,49,1,0.517,2,1,3,2,Existing Customer
5344,82,0.864,0.716,1600,5559.0,19,1,0.288,2,1,1,2,Existing Customer
5010,85,0.7,0.561,1080,7562.0,39,1,0.143,3,1,1,5,Existing Customer
4931,81,0.841,0.661,0,4662.0,15,1,0.0,2,1,3,5,Existing Customer
4503,89,0.712,0.586,2517,2904.0,38,2,0.867,3,2,2,2,Existing Customer
5020,75,0.786,0.668,1962,2676.0,36,2,0.733,1,1,4,2,Existing Customer
5027,82,0.64,0.708,680,5798.0,32,2,0.117,1,1,4,5,Existing Customer
